,NZ,N,Z,A,el,o,massexcess,uncmassex,binding,uncbind,B,beta,uncbeta,am_int,am_float,uncatmass
2690,51,127,76,203,Os ,   x,-0.0764,0.00401,7.816,0.002,B-,7.05,0.566,202,9.91798,0.0043
2691,49,126,77,203,Ir ,   x,-0.1469,0.00401,7.847,0.002,B-,4.937,0.446,202,9.8423,0.0043
2692,47,125,78,203,Pt ,   x,-0.19627,0.00196,7.867,0.001,B-,3.517,0.196,202,9.7893,0.0021
2693,45,124,79,203,Au ,    ,-23143.436,3.083,7880.864,0.015,B-,2125.829,3.451,202,975154.498,3.309
2694,43,123,80,203,Hg ,    ,-25269.265,1.627,7887.482,0.008,B-,492.112,1.225,202,972872.326,1.746
2695,41,122,81,203,Tl ,    ,-25761.377,1.166,7886.053,0.006,B-,-974.82,6.461,202,972344.022,1.252
2696,39,121,82,203,Pb ,    ,-24786.557,6.554,7877.397,0.032,B-,-3261.729,14.356,202,973390.535,7.036
2697,37,120,83,203,Bi ,  +a,-21524.827,12.778,7857.475,0.063,B-,-4213.939,15.433,202,976892.145,13.717
2698,35,119,84,203,Po ,  +a,-17310.889,8.655,7832.863,0.043,B-,-5148.332,13.666,202,981415.995,9.291
2699,33,118,85,203,At ,    ,-12162.557,10.576,7803.648,0.052,B-,-6008.858,21.027,202,986942.957,11.353
2700,31,117,86,203,Rn ,  -a,-6153.699,18.179,7770.193,0.09,B-,-7030.116,19.218,202,993393.732,19.516
2701,29,116,87,203,Fr ,    ,876.417,6.232,7731.708,0.031,B-,-7785.309,38.63,203,940.872,6.689
2702,27,115,88,203,Ra ,  -a,8661.726,38.124,7689.503,0.188,B-,0.0,0.0,203,9298.745,40.928
2703,50,127,77,204,Ir ,   x,-0.09688,0.00401,7.824,0.002,B-,8.234,0.446,203,9.896,0.0043
2704,48,126,78,204,Pt ,   x,-0.17922,0.00196,7.86,0.001,B-,2.728,0.28,203,9.8076,0.0021
2705,46,125,79,204,Au ,   +,-0.2065,0.002,7.87,0.001,B-,4.04,0.2,203,9.77831,0.00215
2706,44,124,80,204,Hg ,    ,-24690.145,0.498,7885.545,0.002,B-,-344.0,1.186,203,973494.037,0.534
2707,42,123,81,204,Tl ,    ,-24346.145,1.152,7880.023,0.006,B-,763.748,0.177,203,973863.337,1.236
2708,40,122,82,204,Pb ,    ,-25109.892,1.146,7879.932,0.006,B-,-4463.996,9.248,203,973043.42,1.23
2709,38,121,83,204,Bi ,  +a,-20645.896,9.18,7854.215,0.045,B-,-2304.652,14.335,203,977835.717,9.854
2710,36,120,84,204,Po ,  -a,-18341.244,11.013,7839.083,0.054,B-,-6465.811,24.86,203,980309.863,11.822
2711,34,119,85,204,At ,    ,-11875.433,22.288,7803.552,0.109,B-,-3905.24,23.498,203,987251.197,23.926
2712,32,118,86,204,Rn ,    ,-7970.193,7.444,7780.574,0.036,B-,-8577.503,25.684,203,991443.644,7.991
2713,30,117,87,204,Fr ,  -a,607.31,24.581,7734.692,0.12,B-,-5449.477,28.94,204,651.974,26.389
2714,28,116,88,204,Ra ,  -a,6056.787,15.273,7704.144,0.075,B-,0.0,0.0,204,6502.228,16.396
2715,51,128,77,205,Ir ,   x,-0.0596,0.00503,7.807,0.002,B-,7.007,0.585,204,9.93602,0.0054
2716,49,127,78,205,Pt ,   x,-0.12966,0.00298,7.837,0.001,B-,5.803,0.357,204,9.8608,0.0032
2717,47,126,79,205,Au ,   x,-0.1877,0.00196,7.861,0.001,B-,3.518,0.196,204,9.7985,0.0021
2718,45,125,80,205,Hg ,    ,-22287.74,3.654,7874.732,0.018,B-,1533.135,3.724,204,976073.125,3.923
2719,43,124,81,205,Tl ,    ,-23820.874,1.237,7878.394,0.006,B-,-50.636,0.503,204,974427.237,1.328
2720,41,123,82,205,Pb ,    ,-23770.239,1.144,7874.331,0.006,B-,-2705.734,5.107,204,974481.597,1.228
2721,39,122,83,205,Bi ,    ,-21064.504,5.111,7857.316,0.025,B-,-3543.106,11.28,204,977386.323,5.487
2722,37,121,84,205,Po ,    ,-17521.398,10.059,7836.216,0.049,B-,-4549.452,18.13,204,981190.004,10.798
2723,35,120,85,205,At ,  +a,-12971.946,15.085,7810.207,0.074,B-,-5262.161,15.913,204,986074.041,16.194
2724,33,119,86,205,Rn ,    ,-7709.786,5.08,7780.722,0.025,B-,-6399.973,9.329,204,991723.204,5.453
2725,31,118,87,205,Fr ,   x,-1309.813,7.824,7745.686,0.038,B-,-7148.804,70.954,204,998593.858,8.399
2726,29,117,88,205,Ra ,  -a,5838.991,70.521,7706.998,0.344,B-,-8267.702,86.923,205,6268.415,75.707
2727,27,116,89,205,Ac ,  -a,14106.693,50.818,7662.851,0.248,B-,0.0,0.0,205,15144.158,54.555
2728,50,128,78,206,Pt ,   x,-0.09632,0.00298,7.822,0.001,B-,4.583,0.422,205,9.8966,0.0032
2729,48,127,79,206,Au ,   x,-0.14215,0.00298,7.84,0.001,B-,6.731,0.299,205,9.8474,0.0032
2730,46,126,80,206,Hg ,  +a,-20945.801,20.44,7869.172,0.099,B-,1307.566,20.41,205,977513.756,21.943
2731,44,125,81,206,Tl ,    ,-22253.367,1.284,7871.721,0.006,B-,1532.217,0.612,205,976110.026,1.378
2732,42,124,82,206,Pb ,    ,-23785.584,1.144,7875.362,0.006,B-,-3757.306,7.546,205,974465.124,1.227
2733,40,123,83,206,Bi ,   -,-20028.278,7.632,7853.324,0.037,B-,-1839.604,8.6,205,978498.757,8.193
2734,38,122,84,206,Po ,  -a,-18188.674,4.012,7840.597,0.019,B-,-5758.956,15.58,205,980473.654,4.306
2735,36,121,85,206,At ,    ,-12429.718,15.056,7808.843,0.073,B-,-3296.753,17.33,205,986656.148,16.162
2736,34,120,86,206,Rn ,    ,-9132.965,8.591,7789.041,0.042,B-,-7890.549,29.475,205,990195.358,9.223
2737,32,119,87,206,Fr ,  -a,-1242.416,28.195,7746.94,0.137,B-,-4807.955,33.455,205,998666.211,30.268
2738,30,118,88,206,Ra ,  -a,3565.539,18.008,7719.802,0.087,B-,-9913.913,53.608,206,3827.763,19.332
2739,28,117,89,206,Ac ,  -a,13479.452,50.493,7667.879,0.245,B-,0.0,0.0,206,14470.787,54.206
2740,51,129,78,207,Pt ,   x,-0.0454,0.00401,7.798,0.002,B-,6.27,0.5,206,9.95126,0.0043
2741,49,128,79,207,Au ,   x,-0.1081,0.003,7.825,0.001,B-,5.677,0.301,206,9.88395,0.00322
2742,47,127,80,207,Hg ,   x,-16487.444,29.808,7848.61,0.144,B-,4547.008,30.3,206,982300.0,32.0
2743,45,126,81,207,Tl ,    ,-21034.451,5.439,7866.797,0.026,B-,1417.595,5.402,206,977418.586,5.839
2744,43,125,82,207,Pb ,    ,-22452.047,1.147,7869.866,0.006,B-,-2397.42,2.118,206,975896.735,1.23
2745,41,124,83,207,Bi ,    ,-20054.627,2.397,7854.505,0.012,B-,-2908.852,6.614,206,978470.471,2.573
2746,39,123,84,207,Po ,    ,-17145.775,6.659,7836.673,0.032,B-,-3918.358,14.075,206,981593.252,7.148
2747,37,122,85,207,At ,  +a,-13227.416,12.406,7813.964,0.06,B-,-4592.654,15.037,206,985799.783,13.318
2748,35,121,86,207,Rn ,  +a,-8634.762,8.497,7787.998,0.041,B-,-5790.421,19.458,206,990730.2,9.121
2749,33,120,87,207,Fr ,    ,-2844.341,17.505,7756.246,0.085,B-,-6388.826,56.008,206,996946.474,18.792
2750,31,119,88,207,Ra ,  -a,3544.485,53.202,7721.602,0.257,B-,-7601.748,73.276,207,3805.161,57.115
2751,29,118,89,207,Ac ,  -a,11146.233,50.387,7681.099,0.243,B-,0.0,0.0,207,11965.973,54.092
2752,52,130,78,208,Pt ,   x,-0.0099,0.004,7.783,0.002,B-,5.111,0.499,207,9.98937,0.00429
2753,50,129,79,208,Au ,   x,-0.06101,0.00298,7.804,0.001,B-,7.164,0.3,207,9.9345,0.0032
2754,48,128,80,208,Hg ,   x,-13265.406,30.739,7834.191,0.148,B-,3484.726,30.795,207,985759.0,33.0
2755,46,127,81,208,Tl ,  +a,-16750.132,1.854,7847.183,0.009,B-,4998.466,1.669,207,982017.992,1.99
2756,44,126,82,208,Pb ,    ,-21748.598,1.148,7867.453,0.006,B-,-2878.375,2.013,207,976651.918,1.231
2757,42,125,83,208,Bi ,  +n,-18870.223,2.304,7849.853,0.011,B-,-1400.628,2.397,207,979741.981,2.473
2758,40,124,84,208,Po ,  -a,-17469.596,1.737,7839.358,0.008,B-,-4999.725,9.086,207,981245.616,1.864
2759,38,123,85,208,At ,  +a,-12469.871,8.921,7811.56,0.043,B-,-2814.279,14.269,207,986613.042,9.577
2760,36,122,86,208,Rn ,  -a,-9655.591,11.138,7794.268,0.054,B-,-6989.672,16.251,207,989634.295,11.957
2761,34,121,87,208,Fr ,    ,-2665.919,11.834,7756.903,0.057,B-,-4393.774,14.881,207,997138.018,12.704
2762,32,120,88,208,Ra ,  -a,1727.856,9.023,7732.017,0.043,B-,-9025.38,56.442,208,1854.929,9.686
2763,30,119,89,208,Ac ,  -a,10753.235,55.716,7684.865,0.268,B-,-5930.495,65.37,208,11544.073,59.813
2764,28,118,90,208,Th ,  -a,16683.73,34.19,7652.592,0.164,B-,0.0,0.0,208,17910.722,36.704
2765,51,130,79,209,Au ,   x,-0.0254,0.004,7.788,0.002,B-,6.104,0.426,208,9.97273,0.00429
2766,49,129,80,209,Hg ,   x,-0.08644,0.00149,7.813,0.001,B-,5.0,0.149,208,9.9072,0.0016
2767,47,128,81,209,Tl ,  +a,-13644.757,6.11,7833.397,0.029,B-,3969.889,6.211,208,985351.75,6.559
2768,45,127,82,209,Pb ,    ,-17614.646,1.747,7848.648,0.008,B-,644.016,1.146,208,981089.898,1.875
2769,43,126,83,209,Bi ,    ,-18258.662,1.364,7847.987,0.007,B-,-1892.57,1.564,208,980398.519,1.464
2770,41,125,84,209,Po ,  -a,-16366.092,1.778,7835.188,0.009,B-,-3483.478,5.287,208,982430.276,1.908
2771,39,124,85,209,At ,    ,-12882.613,5.102,7814.777,0.024,B-,-3941.564,11.188,208,986169.944,5.477
2772,37,123,86,209,Rn ,    ,-8941.049,9.96,7792.175,0.048,B-,-5171.477,17.713,208,990401.388,10.692
2773,35,122,87,209,Fr ,   x,-3769.572,14.648,7763.688,0.07,B-,-5627.791,15.73,208,995953.197,15.725
2774,33,121,88,209,Ra ,  -a,1858.219,5.747,7733.017,0.027,B-,-6985.59,50.934,209,1994.879,6.169
2775,31,120,89,209,Ac ,  -a,8843.809,50.608,7695.85,0.242,B-,-7.523,0.148,209,9494.22,54.33
2776,29,119,90,209,Th ,  IT,0.16367,0.0014,7.656,0.001,B-,0.0,0.0,209,0.17571,0.0015
2777,52,131,79,210,Au ,   x,0.02329,0.00401,7.766,0.002,B-,7.694,0.446,210,0.025,0.0043
2778,50,130,80,210,Hg ,   x,-0.05365,0.00196,7.799,0.001,B-,3.882,0.196,209,9.9424,0.0021
2779,48,129,81,210,Tl ,  +a,-9246.969,11.604,7813.588,0.055,B-,5481.534,11.561,209,990072.97,12.456
2780,46,128,82,210,Pb ,    ,-14728.502,1.447,7835.965,0.007,B-,63.476,0.499,209,984188.301,1.553
2781,44,127,83,210,Bi ,    ,-14791.979,1.363,7832.542,0.006,B-,1161.159,0.766,209,984120.156,1.462
2782,42,126,84,210,Po ,    ,-15953.137,1.146,7834.346,0.005,B-,-3980.96,7.61,209,982873.601,1.23
2783,40,125,85,210,At ,  -a,-11972.177,7.695,7811.663,0.037,B-,-2367.407,8.922,209,987147.338,8.261
2784,38,124,86,210,Rn ,  -a,-9604.77,4.557,7796.665,0.022,B-,-6271.565,15.824,209,989688.854,4.892
2785,36,123,87,210,Fr ,    ,-3333.205,15.154,7763.075,0.072,B-,-3775.997,17.72,209,996421.657,16.268
2786,34,122,88,210,Ra ,  -a,442.792,9.193,7741.368,0.044,B-,-8346.908,58.133,210,475.356,9.868
2787,32,121,89,210,Ac ,  -a,8789.699,57.402,7697.896,0.273,B-,-5269.747,60.436,210,9436.13,61.623
2788,30,120,90,210,Th ,  -a,14059.446,18.909,7669.076,0.09,B-,0.0,0.0,210,15093.437,20.299
2789,51,131,80,211,Hg ,   x,-0.00624,0.00196,7.778,0.001,B-,5.454,0.2,210,9.9933,0.0021
2790,49,130,81,211,Tl ,   x,-6077.998,41.917,7799.791,0.199,B-,4414.95,41.978,210,993475.0,45.0
2791,47,129,82,211,Pb ,    ,-10492.948,2.261,7817.007,0.011,B-,1366.183,5.471,210,988735.356,2.426
2792,45,128,83,211,Bi ,    ,-11859.131,5.442,7819.774,0.026,B-,573.439,5.43,210,987268.698,5.842
2793,43,127,84,211,Po ,  -a,-12432.571,1.255,7818.784,0.006,B-,-785.307,2.539,210,986653.085,1.347
2794,41,126,85,211,At ,  -a,-11647.264,2.729,7811.354,0.013,B-,-2891.86,6.894,210,987496.147,2.929
2795,39,125,86,211,Rn ,  -a,-8755.404,6.813,7793.941,0.032,B-,-4615.155,13.786,210,990600.686,7.314
2796,37,124,87,211,Fr ,    ,-4140.249,11.991,7768.36,0.057,B-,-4972.272,14.369,210,995555.259,12.872
2797,35,123,88,211,Ra ,   x,832.023,7.918,7741.087,0.038,B-,-6370.191,53.564,211,893.213,8.5
2798,33,122,89,211,Ac ,  -a,7202.214,52.976,7707.189,0.251,B-,-6707.958,90.205,211,7731.894,56.871
2799,31,121,90,211,Th ,  -a,13910.171,73.01,7671.69,0.346,B-,-8.17,0.126,211,14933.183,78.379
2800,29,120,91,211,Pa ,   x,0.2208,0.00102,7.629,0.0,B-,0.0,0.0,211,0.23704,0.0011
2801,52,132,80,212,Hg ,   x,0.02757,0.00298,7.763,0.001,B-,4.308,0.359,212,0.0296,0.0032
2802,50,131,81,212,Tl ,  +a,-0.01551,0.002,7.78,0.001,B-,5.998,0.2,211,9.98335,0.00215
2803,48,130,82,212,Pb ,    ,-7548.85,1.842,7804.319,0.009,B-,569.104,1.825,211,991895.975,1.977
2804,46,129,83,212,Bi ,    ,-8117.954,1.854,7803.313,0.009,B-,2251.533,1.667,211,991285.016,1.989
2805,44,128,84,212,Po ,    ,-10369.487,1.152,7810.243,0.005,B-,-1741.266,2.107,211,988867.896,1.236
2806,42,127,85,212,At ,  -a,-8628.221,2.384,7798.34,0.011,B-,31.387,3.605,211,990737.223,2.559
2807,40,126,86,212,Rn ,  -a,-8659.608,3.145,7794.797,0.015,B-,-5143.64,9.318,211,990703.528,3.376
2808,38,125,87,212,Fr ,    ,-3515.968,8.775,7766.845,0.041,B-,-3317.0,14.276,211,996225.453,9.42
2809,36,124,88,212,Ra ,  -a,-198.968,11.263,7747.508,0.053,B-,-7476.266,52.601,211,999786.399,12.091
2810,34,123,89,212,Ac ,  -a,7277.298,51.381,7708.552,0.242,B-,-4833.51,52.366,212,7812.501,55.16
2811,32,122,90,212,Th ,  -a,12110.808,10.109,7682.062,0.048,B-,-9482.551,75.541,212,13001.487,10.852
2812,30,121,91,212,Pa ,  -a,21593.358,74.862,7633.643,0.353,B-,0.0,0.0,212,23181.425,80.367
2813,53,133,80,213,Hg ,   x,0.07666,0.00298,7.741,0.001,B-,5.882,0.299,213,0.0823,0.0032
2814,51,132,81,213,Tl ,   x,1783.811,27.013,7765.43,0.127,B-,4987.343,27.894,213,1915.0,29.0
2815,49,131,82,213,Pb ,  +a,-3203.532,6.954,7785.172,0.033,B-,2028.103,8.371,212,996560.867,7.465
2816,47,130,83,213,Bi ,    ,-5231.635,5.082,7791.021,0.024,B-,1421.949,5.49,212,994383.608,5.456
2817,45,129,84,213,Po ,    ,-6653.584,3.053,7794.024,0.014,B-,-73.989,5.465,212,992857.083,3.277
2818,43,128,85,213,At ,  -a,-6579.595,4.898,7790.003,0.023,B-,-883.569,5.724,212,992936.514,5.257
2819,41,127,86,213,Rn ,  -a,-5696.026,3.37,7782.182,0.016,B-,-2143.179,6.006,212,993885.064,3.617
2820,39,126,87,213,Fr ,    ,-3552.848,5.091,7768.447,0.024,B-,-3898.405,11.057,212,996185.861,5.465
2821,37,125,88,213,Ra ,    ,345.557,9.818,7746.472,0.046,B-,-5809.134,18.156,213,370.97,10.54
2822,35,124,89,213,Ac ,  -a,6154.692,15.272,7715.526,0.072,B-,-5965.394,17.834,213,6607.333,16.395
2823,33,123,90,213,Th ,  -a,12120.086,9.217,7683.846,0.043,B-,-7542.539,71.737,213,13011.447,9.895
2824,31,122,91,213,Pa ,  -a,19662.625,71.142,7644.762,0.334,B-,0.0,0.0,213,21108.697,76.374
2825,54,134,80,214,Hg ,   x,0.11178,0.00401,7.727,0.002,B-,4.713,0.446,214,0.12,0.0043
2826,52,133,81,214,Tl ,   x,0.06465,0.00196,7.745,0.001,B-,6.647,0.196,214,0.0694,0.0021
2827,50,132,82,214,Pb ,    ,-182.769,1.975,7772.394,0.009,B-,1017.984,11.256,213,999803.788,2.12
2828,48,131,83,214,Bi ,    ,-1200.753,11.209,7773.495,0.052,B-,3269.293,11.165,213,998710.938,12.033
2829,46,130,84,214,Po ,    ,-4470.046,1.449,7785.116,0.007,B-,-1090.215,4.107,213,995201.208,1.555
2830,44,129,85,214,At ,  -a,-3379.831,4.298,7776.366,0.02,B-,939.911,10.014,213,996371.601,4.614
2831,42,128,86,214,Rn ,  -a,-4319.742,9.187,7777.102,0.043,B-,-3361.035,12.503,213,995362.566,9.862
2832,40,127,87,214,Fr ,  -a,-958.707,8.634,7757.74,0.04,B-,-1051.441,10.086,213,998970.785,9.268
2833,38,126,88,214,Ra ,  -a,92.734,5.25,7749.171,0.025,B-,-6351.12,16.232,214,99.554,5.636
2834,36,125,89,214,Ac ,  -a,6443.854,15.36,7715.837,0.072,B-,-4251.03,18.693,214,6917.762,16.489
2835,34,124,90,214,Th ,  -a,10694.885,10.661,7692.317,0.05,B-,-8790.63,76.867,214,11481.431,11.445
2836,32,123,91,214,Pa ,  -a,19485.515,76.125,7647.583,0.356,B-,0.0,0.0,214,20918.561,81.723
2837,55,135,80,215,Hg ,   x,0.16208,0.00401,7.705,0.002,B-,6.297,0.499,215,0.174,0.0043
2838,53,134,81,215,Tl ,   x,0.09911,0.00298,7.73,0.001,B-,5.569,0.303,215,0.1064,0.0032
2839,51,133,82,215,Pb ,  +a,4342.244,52.448,7752.737,0.244,B-,2712.922,52.748,215,4661.59,56.304
2840,49,132,83,215,Bi ,    ,1629.322,5.624,7761.717,0.026,B-,2171.028,5.53,215,1749.149,6.037
2841,47,131,84,215,Po ,    ,-541.706,2.121,7768.176,0.01,B-,714.049,6.819,214,999418.454,2.276
2842,45,130,85,215,At ,  -a,-1255.756,6.799,7767.858,0.032,B-,-87.195,10.168,214,998651.89,7.299
2843,43,129,86,215,Rn ,  -a,-1168.561,7.672,7763.814,0.036,B-,-1486.625,10.306,214,998745.498,8.236
2844,41,128,87,215,Fr ,  -a,318.065,7.066,7753.26,0.033,B-,-2215.674,10.077,215,341.456,7.585
2845,39,127,88,215,Ra ,  -a,2533.739,7.613,7739.316,0.035,B-,-3496.877,14.551,215,2720.08,8.172
2846,37,126,89,215,Ac ,  -a,6030.615,12.406,7719.413,0.058,B-,-4890.971,15.234,215,6474.132,13.318
2847,35,125,90,215,Th ,  -a,10921.586,8.84,7693.025,0.041,B-,-6942.353,73.38,215,11724.805,9.49
2848,33,124,91,215,Pa ,  -a,17863.939,72.845,7657.096,0.339,B-,-7059.147,114.616,215,19177.728,78.202
2849,31,123,92,215,U  ,  -a,24923.087,88.49,7620.624,0.412,B-,0.0,0.0,215,26756.035,94.997
2850,56,136,80,216,Hg ,   x,0.19859,0.00401,7.69,0.002,B-,5.142,0.499,216,0.2132,0.0043
2851,54,135,81,216,Tl ,   x,0.14718,0.00298,7.71,0.001,B-,7.238,0.357,216,0.158,0.0032
2852,52,134,82,216,Pb ,   x,0.0748,0.00196,7.74,0.001,B-,1.606,0.196,216,0.0803,0.0021
2853,50,133,83,216,Bi ,   x,5873.991,11.178,7743.499,0.052,B-,4091.571,11.324,216,6305.989,12.0
2854,48,132,84,216,Po ,    ,1782.42,1.816,7758.819,0.008,B-,-474.246,3.571,216,1913.506,1.949
2855,46,131,85,216,At ,  -a,2256.666,3.575,7753.002,0.017,B-,2003.799,6.836,216,2422.631,3.837
2856,44,130,86,216,Rn ,  -a,252.868,5.994,7758.657,0.028,B-,-2718.082,7.126,216,271.464,6.435
2857,42,129,87,216,Fr ,  -a,2970.95,4.173,7742.451,0.019,B-,-320.128,9.548,216,3189.445,4.48
2858,40,128,88,216,Ra ,  -a,3291.077,8.737,7737.347,0.04,B-,-4853.317,13.921,216,3533.117,9.379
2859,38,127,89,216,Ac ,  -a,8144.395,10.84,7711.256,0.05,B-,-2153.937,16.201,216,8743.367,11.637
2860,36,126,90,216,Th ,  -a,10298.332,12.042,7697.662,0.056,B-,-7500.882,54.864,216,11055.714,12.928
2861,34,125,91,216,Pa ,  -a,17799.214,53.526,7659.314,0.248,B-,-5267.137,60.45,216,19108.242,57.462
2862,32,124,92,216,U  ,  -a,23066.351,28.093,7631.307,0.13,B-,0.0,0.0,216,24762.747,30.158
2863,55,136,81,217,Tl ,   x,0.18313,0.00401,7.695,0.002,B-,6.073,0.499,217,0.1966,0.0043
2864,53,135,82,217,Pb ,   x,0.1224,0.00298,7.719,0.001,B-,3.51,0.299,217,0.1314,0.0032
2865,51,134,83,217,Bi ,   x,8729.962,17.698,7731.848,0.082,B-,2846.444,18.87,217,9372.0,19.0
2866,49,133,84,217,Po ,  +a,5883.518,6.544,7741.36,0.03,B-,1488.883,7.979,217,6316.216,7.025
2867,47,132,85,217,At ,    ,4394.635,5.001,7744.616,0.023,B-,736.135,6.151,217,4717.835,5.369
2868,45,131,86,217,Rn ,  -a,3658.501,4.198,7744.403,0.019,B-,-656.089,7.538,217,3927.562,4.506
2869,43,130,87,217,Fr ,  -a,4314.59,6.531,7737.775,0.03,B-,-1575.067,9.588,217,4631.902,7.01
2870,41,129,88,217,Ra ,  -a,5889.656,7.202,7726.911,0.033,B-,-2814.017,13.43,217,6322.806,7.731
2871,39,128,89,217,Ac ,  -a,8703.673,11.389,7710.338,0.052,B-,-3502.107,15.566,217,9343.777,12.226
2872,37,127,90,217,Th ,  -a,12205.78,10.614,7690.594,0.049,B-,-4862.63,19.132,217,13103.444,11.394
2873,35,126,91,217,Pa ,  -a,17068.41,15.918,7664.58,0.073,B-,-5.905,0.073,217,18323.692,17.089
2874,33,125,92,217,U  ,  -a,0.22973,0.00071,7.634,0.0,B-,0.0,0.0,217,0.24663,0.00077
2875,56,137,81,218,Tl ,   x,0.2318,0.004,7.674,0.002,B-,7.727,0.499,218,0.24885,0.00429
2876,54,136,82,218,Pb ,   x,0.15453,0.00298,7.706,0.001,B-,2.237,0.299,218,0.1659,0.0032
2877,52,135,83,218,Bi ,   x,13216.037,27.013,7712.827,0.124,B-,4859.136,27.085,218,14188.0,29.0
2878,50,134,84,218,Po ,    ,8356.901,1.973,7731.528,0.009,B-,258.738,11.649,218,8971.502,2.118
2879,48,133,85,218,At ,  -a,8098.162,11.604,7729.126,0.053,B-,2880.816,11.705,218,8693.735,12.456
2880,46,132,86,218,Rn ,    ,5217.347,2.316,7738.752,0.011,B-,-1841.77,4.942,218,5601.052,2.486
2881,44,131,87,218,Fr ,  -a,7059.117,4.757,7726.715,0.022,B-,407.947,12.039,218,7578.274,5.106
2882,42,130,88,218,Ra ,  -a,6651.17,11.176,7724.998,0.051,B-,-4192.439,51.931,218,7140.325,11.997
2883,40,129,89,218,Ac ,  -a,10843.609,50.74,7702.177,0.233,B-,-1523.132,51.815,218,11641.093,54.471
2884,38,128,90,218,Th ,  -a,12366.741,10.516,7691.602,0.048,B-,-6317.029,21.13,218,13276.242,11.289
2885,36,127,91,218,Pa ,  -a,18683.77,18.329,7659.036,0.084,B-,-3210.838,22.888,218,20057.853,19.676
2886,34,126,92,218,U  ,  -a,21894.608,13.714,7640.719,0.063,B-,0.0,0.0,218,23504.829,14.722
2887,55,137,82,219,Pb ,   x,0.20279,0.00401,7.686,0.002,B-,3.996,0.446,219,0.2177,0.0043
2888,53,136,83,219,Bi ,   x,0.16283,0.00196,7.7,0.001,B-,3.601,0.196,219,0.1748,0.0021
2889,51,135,84,219,Po ,   x,12681.359,15.835,7713.333,0.072,B-,2285.283,16.163,219,13614.0,17.0
2890,49,134,85,219,At ,    ,10396.076,3.237,7720.196,0.015,B-,1566.675,2.947,219,11160.647,3.474
2891,47,133,86,219,Rn ,    ,8829.402,2.1,7723.777,0.01,B-,211.635,7.058,219,9478.753,2.254
2892,45,132,87,219,Fr ,  -a,8617.767,7.039,7721.171,0.032,B-,-776.515,10.772,219,9251.553,7.556
2893,43,131,88,219,Ra ,  -a,9394.282,8.258,7714.053,0.038,B-,-2175.199,51.142,219,10085.176,8.865
2894,41,130,89,219,Ac ,  -a,11569.48,50.497,7700.549,0.231,B-,-2901.91,71.425,219,12420.348,54.21
2895,39,129,90,219,Th ,  -a,14471.39,50.576,7683.725,0.231,B-,-4068.741,72.192,219,15535.677,54.295
2896,37,128,91,219,Pa ,  -a,18540.131,51.516,7661.574,0.235,B-,-4746.439,72.333,219,19903.65,55.304
2897,35,127,92,219,U  ,  -a,23286.569,50.775,7636.329,0.232,B-,-6170.086,101.905,219,24999.161,54.509
2898,33,126,93,219,Np ,  -a,29456.655,88.354,7604.583,0.403,B-,0.0,0.0,219,31623.021,94.851
2899,56,138,82,220,Pb ,   x,0.23669,0.00401,7.672,0.002,B-,2.85,0.499,220,0.2541,0.0043
2900,54,137,83,220,Bi ,   x,0.20819,0.00298,7.682,0.001,B-,5.555,0.299,220,0.2235,0.0032
2901,52,136,84,220,Po ,   x,15263.461,17.698,7703.224,0.08,B-,887.714,22.549,220,16386.0,19.0
2902,50,135,85,220,At ,   x,14375.747,13.972,7703.703,0.064,B-,3763.67,14.09,220,15433.0,15.0
2903,48,134,86,220,Rn ,    ,10612.077,1.815,7717.254,0.008,B-,-870.242,4.026,220,11392.534,1.948
2904,46,133,87,220,Fr ,  -a,11482.32,4.028,7709.742,0.018,B-,1212.075,9.061,220,12326.778,4.324
2905,44,132,88,220,Ra ,  -a,10270.245,8.237,7711.696,0.037,B-,-3473.437,10.141,220,11025.562,8.843
2906,42,131,89,220,Ac ,  -a,13743.682,6.129,7692.351,0.028,B-,-925.417,22.941,220,14754.45,6.579
2907,40,130,90,220,Th ,  -a,14669.1,22.166,7684.589,0.101,B-,-5.549,0.056,220,15747.926,23.795
2908,38,129,91,220,Pa ,  -a,0.20218,0.00051,7.656,0.0,B-,-2.715,0.113,220,0.21705,0.00055
2909,36,128,92,220,U  ,  -a,0.22933,0.00101,7.64,0.0,B-,-7.378,0.22,220,0.2462,0.00108
2910,34,127,93,220,Np ,   x,0.30311,0.00196,7.603,0.001,B-,0.0,0.0,220,0.3254,0.0021
2911,55,138,83,221,Bi ,   x,0.24098,0.00298,7.668,0.001,B-,4.324,0.299,221,0.2587,0.0032
2912,53,137,84,221,Po ,   x,19773.755,19.561,7684.481,0.089,B-,2991.027,24.039,221,21228.0,21.0
2913,51,136,85,221,At ,   x,16782.727,13.972,7694.475,0.063,B-,2311.308,15.096,221,18017.0,15.0
2914,49,135,86,221,Rn ,  +a,14471.42,5.714,7701.393,0.026,B-,1194.13,7.231,221,15535.709,6.134
2915,47,134,87,221,Fr ,    ,13277.29,4.886,7703.256,0.022,B-,313.479,6.386,221,14253.757,5.245
2916,45,133,88,221,Ra ,  -a,12963.811,4.63,7701.135,0.021,B-,-1559.298,50.603,221,13917.224,4.97
2917,43,132,89,221,Ac ,  -a,14523.109,50.425,7690.539,0.228,B-,-2417.261,51.056,221,15591.199,54.133
2918,41,131,90,221,Th ,  -a,16940.371,8.166,7676.061,0.037,B-,-3435.918,51.915,221,18186.236,8.766
